interactor_A	interactor_B	confidence_value
Hebp1	Ccr9	0.9
Tas2r13	Ccr9	0.9
Apln	Ccr9	0.9
Adora1	Ccr9	0.9
Bdkrb1	Ccr9	0.9
Gper1	Ccr9	0.9
Pcp2	Ccr9	0.9
Tas2r105	Ccr9	0.9
Glipr1	Cpne3	0.9
Ncstn	Cpne3	0.9
Psap	Cpne3	0.9
Arl8a	Cpne3	0.9
Pigr	Cpne3	0.9
Bri3	Cpne3	0.9
Pcp2	Gpr37l1	0.9
Gpsm3	Gpr37l1	0.9
Tas2r130	Gpr37l1	0.9
Tas2r114	Gpr37l1	0.9
Tas2r105	Gpr37l1	0.9
Cxcr3	Gpr37l1	0.9
Tas2r13	Gpr37l1	0.9
Tas2r107	Gpr37l1	0.9
Tas2r121	Gpr37l1	0.9
Ccr9	Gpr37l1	0.9
Grm3	Cxcr6	0.9
Grm6	Cxcr6	0.9
Casr	Cxcr6	0.9
Gpr37l1	Cxcr6	0.9
Tas2r13	Cxcr6	0.9
Gnat3	Cxcr6	0.9
Gnb2	Cxcr6	0.9
Gpr37	Cxcr6	0.9
Apln	Cxcr6	0.9
Gper1	Cxcr6	0.9
Adora1	Cxcr6	0.9
Sst	Cxcr6	0.9
Sstr2	Cxcr6	0.9
Tas2r105	Cxcr6	0.9
Psap	Cxcr6	0.9
Rln3	Cxcr6	0.9
Tas2r114	Cxcr6	0.9
Nmu	Cxcr6	0.9
Pcp2	Cxcr6	0.9
Tas2r121	Cxcr6	0.9
Hebp1	Cxcr6	0.9
Bdkrb1	Cxcr6	0.9
Tas2r130	Cxcr6	0.9
Htr1f	Cxcr6	0.9
Fbxo7	Trim37	0.9
Rnf34	Trim37	0.9
Klhl42	Trim37	0.9
Ltn1	Trim37	0.9
Klhl5	Trim37	0.9
Ube2g2	Trim37	0.9
Rchy1	Trim37	0.9
Fbxl18	Trim37	0.9
Fbxo40	Trim37	0.9
Cblb	Trim37	0.9
Fbxw10	Trim37	0.9
Klhl21	Trim37	0.9
Kctd7	Trim37	0.9
Fbxw9	Trim37	0.9
Rpp21	Utp20	0.9
Mepe	Lamb1	0.9
Cst3	Lamb1	0.9
Ambn	Lamb1	0.9
Meltf	Lamb1	0.9
LOC103689965	Lamb1	0.9
Apoa2	Lamb1	0.9
Apoa2	Calu	0.9
Chrdl1	Calu	0.9
Sdc2	Calu	0.9
Bmp15	Calu	0.9
Cst3	Calu	0.9
Ambn	Calu	0.9
Gpr65	Chrm5	0.9
Avpr1a	Chrm5	0.9
Oxtr	Chrm5	0.9
Xcl1	Chrm5	0.9
Lpar4	Chrm5	0.9
Pik3r3	Il5ra	0.9
Kif5a	Stx18	0.9
Kif4a	Stx18	0.9
Tmed2	Stx18	0.9
Kif2b	Stx18	0.9
Fbxw10	Hectd1	0.9
Rnf34	Hectd1	0.9
Fbxo7	Hectd1	0.9
Fbxw9	Hectd1	0.9
Socs3	Hectd1	0.9
Socs1	Hectd1	0.9
Klhl5	Hectd1	0.9
Klhl21	Hectd1	0.9
Fbxo40	Hectd1	0.9
Anapc16	Aurkb	0.9
Psmd2	Shh	0.9
Psmc1	Shh	0.9
Psmd12	Shh	0.9
Psmb1	Shh	0.9
Psmb8	Shh	0.9
Psmb9	Shh	0.9
Nup85	Hspa2	0.9
Pom121	Hspa2	0.9
Kif18a	Copa	0.9
Cd55	Copa	0.9
Kif19	Copa	0.9
Tmed7	Copa	0.9
Sptbn1	Copa	0.9
Kif5a	Copa	0.9
Meltf	Pcsk9	0.9
Mepe	Pcsk9	0.9
Cep131	Tubg2	0.9
Sdccag8	Tubg2	0.9
Hpd	Mif	0.9
Rbmx	Cpsf2	0.9
Ly6g6c	Thy1	0.9
Prss41	Thy1	0.9
Xpnpep2	Thy1	0.9
Meltf	Thy1	0.9
Lypd2	Thy1	0.9
Ly6g6d	Thy1	0.9
Art4	Thy1	0.9
Btc	Memo1	0.9
Cpne3	Atp6v0c	0.9
Ncstn	Atp6v0c	0.9
Stbd1	Atp6v0c	0.9
Pigr	Atp6v0c	0.9
Rpp21	Bms1	0.9
Casr	Xcr1	0.9
Grpr	Xcr1	0.9
Gnrhr	Xcr1	0.9
Gprc6a	Xcr1	0.9
Bdkrb1	Xcr1	0.9
Npffr1	Xcr1	0.9
Tacr1	Xcr1	0.9
Chrm5	Xcr1	0.9
Npffr2	Xcr1	0.9
Gpr143	Xcr1	0.9
Nmu	Xcr1	0.9
Avpr1a	Xcr1	0.9
Lpar4	Xcr1	0.9
Oxtr	Xcr1	0.9
Tac3	Xcr1	0.9
Brs3	Xcr1	0.9
Bdkrb1	Ccr1	0.9
Htr1f	Ccr1	0.9
Pcp2	Ccr1	0.9
Grm6	Ccr1	0.9
Casr	Ccr1	0.9
Tas2r107	Ccr1	0.9
Gpr37	Ccr1	0.9
Apln	Ccr1	0.9
Gpr37l1	Ccr1	0.9
Sstr2	Ccr1	0.9
Tas2r130	Ccr1	0.9
Tas2r105	Ccr1	0.9
Grm3	Ccr1	0.9
Hebp1	Ccr1	0.9
Tas2r130	Ccr1l1	0.9
Hebp1	Ccr1l1	0.9
Tas2r121	Ccr1l1	0.9
Tas2r13	Ccr1l1	0.9
Bdkrb1	Ccr1l1	0.9
Htr1f	Ccr1l1	0.9
Casr	Ccr1l1	0.9
Tas2r107	Ccr1l1	0.9
Tas2r114	Ccr1l1	0.9
Grm6	Ccr1l1	0.9
Gper1	Ccr1l1	0.9
Adora1	Ccr1l1	0.9
Gpr37	Ccr1l1	0.9
Pcp2	Ccr1l1	0.9
Tas2r105	Ccr1l1	0.9
Gpr37l1	Ccr1l1	0.9
Sstr2	Ccr1l1	0.9
Apln	Ccr1l1	0.9
Nmu	Ccr1l1	0.9
Grm3	Ccr1l1	0.9
Ppp2ca	Spc25	0.9
AABR07041481.1	Spc25	0.9
Ndel1	Spc25	0.9
Mapkapk5	Septin7	0.9
Tbl1x	Fabp1	0.9
Dcaf5	Cops5	0.9
Ston2	Cops5	0.9
Kctd7	Cops5	0.9
Fbxl18	Cops5	0.9
Fbxo40	Cops5	0.9
Snrpf	Nup210	0.9
Sumo3	Nup210	0.9
Klhl42	Uba3	0.9
Trim41	Uba3	0.9
Trim39	Uba3	0.9
Fbxo40	Uba3	0.9
Socs3	Uba3	0.9
Socs1	Uba3	0.9
Rnf34	Uba3	0.9
Mgrn1	Uba3	0.9
Yipf6	Snx5	0.9
Ppp2r5e	Rcc2	0.9
Pafah1b1	Rcc2	0.9
Ppp2r5a	Rcc2	0.9
Ndel1	Rcc2	0.9
Commd9	Dcaf8	0.9
Dcaf13	Dcaf8	0.9
Gcg	RGD1560028	0.9
Ptger1	RGD1560028	0.9
Gnrhr	RGD1560028	0.9
Avpr1a	RGD1560028	0.9
Bdkrb1	RGD1560028	0.9
Grpr	RGD1560028	0.9
Gpr143	RGD1560028	0.9
Gprc6a	RGD1560028	0.9
Xcr1	RGD1560028	0.9
Lpar4	RGD1560028	0.9
Casr	RGD1560028	0.9
Gpr65	RGD1560028	0.9
Oxtr	RGD1560028	0.9
Trhr	RGD1560028	0.9
Yipf6	Sh3gl2	0.9
RT1-Bb	Sh3gl2	0.9
Kif4a	Sh3gl2	0.9
Snx5	Sh3gl2	0.9
Cpd	Sh3gl2	0.9
Scarb2	Sh3gl2	0.9
RT1-Db1	Sh3gl2	0.9
Sumo3	Nup88	0.9
Nek7	Nup88	0.9
Tmed7	Sptb	0.9
Copa	Sptb	0.9
Cog1	Sptb	0.9
Cd55	Sptb	0.9
Cwc25	Elavl2	0.9
Bud31	Elavl2	0.9
Klhl5	Wwp1	0.9
Rnf34	Wwp1	0.9
Fbxo7	Wwp1	0.9
Lrr1	Wwp1	0.9
Klhl21	Wwp1	0.9
Klhl42	Wwp1	0.9
Fbxo40	Wwp1	0.9
Coprs	Arid1a	0.9
Nek7	Nup107	0.9
Map3k14	Psmd6	0.9
Lta	Psmd6	0.9
Shh	Psmd6	0.9
Spred2	Psmd6	0.9
Ppp2r5a	Psmd6	0.9
Traf2	Psmd6	0.9
Ltb	Psmd6	0.9
Ppp2r5e	Psmd6	0.9
Egln3	Psmd6	0.9
Spred1	Psmd6	0.9
Dvl3	Psmd6	0.9
Anapc7	Psmd6	0.9
Cd40lg	Psmd6	0.9
Ppp2r5c	Psmd6	0.9
Ldlrap1	Wasl	0.9
Tas2r114	Htr5a	0.9
Ccr1l1	Htr5a	0.9
Tas2r130	Htr5a	0.9
Bdkrb1	Htr5a	0.9
Tas2r105	Htr5a	0.9
Apln	Htr5a	0.9
Gper1	Htr5a	0.9
Tas2r121	Htr5a	0.9
Hebp1	Htr5a	0.9
Tas2r107	Htr5a	0.9
Tas2r13	Htr5a	0.9
Cxcr6	Htr5a	0.9
S1pr4	Htr5a	0.9
Cxcr3	Htr5a	0.9
Gpsm3	Htr5a	0.9
Psap	Htr5a	0.9
Nmu	Htr5a	0.9
Nek2	Cep57	0.9
Mzt2b	Cep57	0.9
Tuba4a	Cep57	0.9
Tubgcp6	Cep57	0.9
Dctn2	Cep57	0.9
Ywhag	Cep57	0.9
Numa1	Cep57	0.9
Mepe	Eva1a	0.9
Cst3	Eva1a	0.9
Meltf	Eva1a	0.9
Chrdl1	Eva1a	0.9
Ambn	Eva1a	0.9
Bmp15	Eva1a	0.9
Ctnna1	Mapk11	0.9
Boc	Mapk11	0.9
Prss41	Ly6e	0.9
Cntn4	Ly6e	0.9
Art4	Ly6e	0.9
Xpnpep2	Ly6e	0.9
Bst1	Ly6e	0.9
Cntn3	Ly6e	0.9
Meltf	Ly6e	0.9
Angpt1	Sos1	0.9
Ighm	Sos1	0.9
Il5ra	Sos1	0.9
Klhl5	Fem1b	0.9
Kctd7	Fem1b	0.9
Commd10	Fem1b	0.9
Fbxl18	Fem1b	0.9
Fbxo7	Fem1b	0.9
Fbxo40	Fem1b	0.9
Klhl21	Fem1b	0.9
Commd9	Fem1b	0.9
Socs3	Fem1b	0.9
Idua	Hyal6	0.9
Art4	Cntn5	0.9
Ly6g6c	Cntn5	0.9
Bst1	Cntn5	0.9
Prss41	Cntn5	0.9
Xpnpep2	Cntn5	0.9
Lypd2	Cntn5	0.9
Ly6e	Cntn5	0.9
Timmdc1	Ndufa7	0.9
Gtf2h4	Aff4	0.9
Polr2j	Aff4	0.9
Tpo	Lao1	0.9
Mif	Lao1	0.9
Tph2	Lao1	0.9
Mat2b	Lao1	0.9
Adamts8	Sbspon	0.9
Adamts1	Sbspon	0.9
Pofut2	Sbspon	0.9
LOC100910790	Sbspon	0.9
Thsd7b	Sbspon	0.9
Adamts4	Sbspon	0.9
Adamts13	Sbspon	0.9
Idua	Spam1	0.9
Nt5c1b	Dut	0.9
Nedd1	LOC103692716	0.9
Mzt2b	LOC103692716	0.9
Cdk5rap2	LOC103692716	0.9
Baiap2	LOC103692716	0.9
Cep131	LOC103692716	0.9
Ofd1	LOC103692716	0.9
Cep57	LOC103692716	0.9
Sdccag8	LOC103692716	0.9
Anapc7	Trim9	0.9
Ltn1	Trim9	0.9
Uba3	Trim9	0.9
Ube2d1	Trim9	0.9
Klhl42	Trim9	0.9
Fbxl18	Trim9	0.9
Asb12	Trim9	0.9
Kctd7	Trim9	0.9
Anapc4	Trim9	0.9
Mgrn1	Trim9	0.9
Fbxo7	Trim9	0.9
Asb9	Trim9	0.9
Rchy1	Trim9	0.9
Cdc27	Trim9	0.9
Cblb	Trim9	0.9
Fbxo40	Trim9	0.9
Areg	Preb	0.9
Hebp1	Sstr3	0.9
Tas2r114	Sstr3	0.9
Ccr1l1	Sstr3	0.9
Gpsm3	Sstr3	0.9
Psap	Sstr3	0.9
Bdkrb1	Sstr3	0.9
Cxcr6	Sstr3	0.9
Tas2r13	Sstr3	0.9
Ccr1	Sstr3	0.9
Acyp1	Acss1	0.9
Shh	Psmc6	0.9
Spop	Psmc6	0.9
Spred1	Psmc6	0.9
Spred2	Psmc6	0.9
Dvl3	Psmc6	0.9
Tnfrsf12a	Psmc6	0.9
Fzr1	Psmc6	0.9
Cd40lg	Psmc6	0.9
Egln3	Psma6	0.9
Cd40lg	Psma6	0.9
Limd1	Psma6	0.9
Traf2	Psma6	0.9
Fzr1	Psma6	0.9
Spred1	Psma6	0.9
Ltb	Psma6	0.9
Shh	Psma6	0.9
Lta	Psma6	0.9
Anapc7	Psma6	0.9
Spred2	Psma6	0.9
Mfap3	Fbln2	0.9
Pa2g4	Gca	0.9
Cct8	Gca	0.9
Plac8	Gca	0.9
Dsn1	Gca	0.9
RGD1306474	Gca	0.9
Creg1	Gca	0.9
Cwc25	Clp1	0.9
Snrpf	Clp1	0.9
Gtf3c6	Polr3b	0.9
Ppbp	Ggh	0.9
Cst3	Ggh	0.9
Plac8	Ggh	0.9
Gca	Ggh	0.9
RGD1306474	Ggh	0.9
Frk	Ggh	0.9
Cxcl2	Ggh	0.9
Qsox1	Ggh	0.9
Hpse	Ggh	0.9
Cxcl1	Ggh	0.9
Timp2	Ggh	0.9
Actr2	Ggh	0.9
Serpinb3a	Ggh	0.9
Retn	Ggh	0.9
Lyz2	Ggh	0.9
Qsox1	Hgf	0.9
Apool	Hgf	0.9
Lamc1	Hgf	0.9
Lefty1	Hgf	0.9
Gprc6a	Hrh1	0.9
RGD1560028	Hrh1	0.9
Xcr1	Hrh1	0.9
Gpr65	Hrh1	0.9
Ptger1	Hrh1	0.9
Gnrhr	Hrh1	0.9
Nmu	Hrh1	0.9
Xcl1	Hrh1	0.9
Lpar4	Hrh1	0.9
Nsf	Nbas	0.9
Napa	Nbas	0.9
Kdelr2	Nbas	0.9
Copa	Nbas	0.9
Napb	Nbas	0.9
Tmed7	Nbas	0.9
Tmed2	Nbas	0.9
Psmb9	Gli1	0.9
Xpnpep2	Gpihbp1	0.9
Meltf	Gpihbp1	0.9
Lypd1	Gpihbp1	0.9
Prss41	Gpihbp1	0.9
Lefty1	Serping1	0.9
Apool	Serping1	0.9
Sdc2	B3gat1	0.9
Xcl1	Edn3	0.9
Gprc6a	Edn3	0.9
Gngt2	Edn3	0.9
Chrm5	Edn3	0.9
Pmch	Edn3	0.9
Gnb2	Edn3	0.9
Hrh1	Edn3	0.9
Gprc6a	Tac1	0.9
Xcr1	Tac1	0.9
Gpr143	Tac1	0.9
Gngt2	Tac1	0.9
Lpar4	Tac1	0.9
Ighg1	Vav2	0.9
Usp25	LOC108348050	0.9
Pnpt1	Entpd6	0.9
Psmb9	Gli2	0.9
Psmd6	Gli2	0.9
Rnf34	Klhl41	0.9
Kctd7	Klhl41	0.9
Wsb2	Klhl41	0.9
Socs3	Klhl41	0.9
Anapc7	Klhl41	0.9
Hectd1	Klhl41	0.9
Ube2g2	Klhl41	0.9
Fbxw9	Klhl41	0.9
Anapc4	Klhl41	0.9
Socs1	Klhl41	0.9
Lrr1	Klhl41	0.9
Traf7	Klhl41	0.9
Fbxl18	Klhl41	0.9
Ltn1	Klhl41	0.9
Trim41	Klhl41	0.9
Cblb	Klhl41	0.9
Rnf115	Klhl41	0.9
Dzip3	Klhl41	0.9
Klhl5	Klhl41	0.9
Commd9	Klhl41	0.9
Trim37	Klhl41	0.9
Fem1c	Klhl41	0.9
Wwp1	Klhl41	0.9
Ep300	Zfp830	0.9
Rpa1	Zfp830	0.9
RT1-Bb	Kif3a	0.9
Kdelr2	Kif3a	0.9
RT1-DOb	Kif3a	0.9
RT1-Db1	Kif3a	0.9
Rilp	Kif3a	0.9
RT1-Ba	Kif3a	0.9
4933400A11Rik	Kif3a	0.9
Rpa1	Xrcc2	0.9
Tas2r105	Npbwr1	0.9
Ccr1	Npbwr1	0.9
Bdkrb1	Npbwr1	0.9
Tas2r107	Npbwr1	0.9
Tas2r121	Npbwr1	0.9
Tas2r114	Npbwr1	0.9
Apln	Npbwr1	0.9
Hebp1	Npbwr1	0.9
Tas2r130	Npbwr1	0.9
Psap	Npbwr1	0.9
Ccr9	Npbwr1	0.9
Cxcr6	Npbwr1	0.9
Tas2r13	Npbwr1	0.9
Pcp2	Npbwr1	0.9
Cxcr3	Npbwr1	0.9
Tmed2	Kif12	0.9
Kdelr2	Kif12	0.9
Tmed7	Kif12	0.9
Sdccag8	Akap9	0.9
Ywhae	Akap9	0.9
Ppp2r5a	Mis12	0.9
Ppp2r5c	Mis12	0.9
Pafah1b1	Mis12	0.9
Rcc2	Mis12	0.9
Nup85	Mis12	0.9
Ndel1	Mis12	0.9
Cct8	Pygb	0.9
RGD1306474	Pygb	0.9
Plac8	Pygb	0.9
Dsn1	Pygb	0.9
Lyz2	Pygb	0.9
Aga	Pygb	0.9
Gca	Pygb	0.9
Serpinb3a	Pygb	0.9
Rrn3	Mnat1	0.9
Runx1	Mnat1	0.9
Ep300	Mnat1	0.9
Aff4	Mnat1	0.9
Eaf2	Mnat1	0.9
Pygb	Padi2	0.9
Plac8	Padi2	0.9
Lyz2	Padi2	0.9
Creg1	Padi2	0.9
Serpinb3a	Padi2	0.9
Mapk1	Padi2	0.9
Cct8	Padi2	0.9
Actr2	Padi2	0.9
Frk	Padi2	0.9
RGD1306474	Padi2	0.9
Ggh	Padi2	0.9
Pa2g4	Padi2	0.9
Gca	Padi2	0.9
Dsn1	Padi2	0.9
Aga	Padi2	0.9
Fshb	Inhbc	0.9
Fbxo7	Herc3	0.9
Klhl5	Herc3	0.9
Klhl41	Herc3	0.9
Klhl21	Herc3	0.9
Klhl42	Herc3	0.9
S1pr4	Oprk1	0.9
Pcp2	Oprk1	0.9
Bdkrb1	Oprk1	0.9
Nmu	Oprk1	0.9
Tas2r121	Oprk1	0.9
Psap	Oprk1	0.9
Cxcr3	Oprk1	0.9
Gpsm3	Oprk1	0.9
Tas2r105	Oprk1	0.9
Ccr9	Oprk1	0.9
Tas2r107	Oprk1	0.9
Tas2r114	Oprk1	0.9
Apln	Oprk1	0.9
Tas2r13	Oprk1	0.9
Cxcr6	Oprk1	0.9
Uso1	Actr10	0.9
Dsn1	Actr10	0.9
Ggh	Actr10	0.9
Aga	Actr10	0.9
Cd55	Actr10	0.9
Plac8	Actr10	0.9
RT1-Ba	Actr10	0.9
Lyz2	Actr10	0.9
Gca	Actr10	0.9
RT1-Db1	Actr10	0.9
RT1-Bb	Actr10	0.9
Retn	Actr10	0.9
Padi2	Actr10	0.9
RT1-DOb	Actr10	0.9
Rilp	Actr10	0.9
Cog1	Actr10	0.9
RGD1306474	Actr10	0.9
Serpinb3a	Actr10	0.9
Ltn1	Kctd6	0.9
Klhl21	Kctd6	0.9
Cblb	Kctd6	0.9
Klhl5	Kctd6	0.9
Socs3	Kctd6	0.9
Fbxw9	Kctd6	0.9
Anapc4	Kctd6	0.9
Klhl42	Kctd6	0.9
Traf7	Kctd6	0.9
Trim41	Kctd6	0.9
Anapc7	Kctd6	0.9
Fbxw10	Kctd6	0.9
Trim9	Kctd6	0.9
Ube2g2	Kctd6	0.9
Trim37	Kctd6	0.9
Commd10	Kctd6	0.9
Commd9	Kctd6	0.9
Lnx1	Kctd6	0.9
Fbxl18	Kctd6	0.9
Trim39	Kctd6	0.9
Cops4	Kctd6	0.9
Dzip3	Kctd6	0.9
Fbxo40	Kctd6	0.9
Rnf115	Kctd6	0.9
Socs1	Kctd6	0.9
Lrr1	Kctd6	0.9
Cdc27	Kctd6	0.9
Rnf34	Kctd6	0.9
Fbxo7	Kctd6	0.9
Rilp	Capzb	0.9
Cd55	Capzb	0.9
Uso1	Capzb	0.9
Cog3	Capzb	0.9
Ptges3	Capzb	0.9
RT1-Bb	Capzb	0.9
RT1-Db1	Capzb	0.9
Golgb1	Capzb	0.9
Kdelr2	Capzb	0.9
Kif2b	Capzb	0.9
Kif3a	Capzb	0.9
Cog1	Capzb	0.9
RT1-DOb	Capzb	0.9
Kif4a	Capzb	0.9
RT1-Ba	Capzb	0.9
Commd10	Fbxo32	0.9
Arel1	Fbxo32	0.9
Rnf34	Fbxo32	0.9
Lrr1	Fbxo32	0.9
Ltn1	Fbxo32	0.9
Trim39	Fbxo32	0.9
Wsb2	Fbxo32	0.9
Mgrn1	Fbxo32	0.9
Klhl5	Fbxo32	0.9
Kctd7	Fbxo32	0.9
Anapc7	Fbxo32	0.9
Trim37	Fbxo32	0.9
Sh3gl2	Bloc1s1	0.9
Psmb9	Bub1b	0.9
Psmd12	Bub1b	0.9
Psmb1	Bub1b	0.9
Trim9	Ufl1	0.9
Klhl5	Ufl1	0.9
Skp1	Ufl1	0.9
Fbxo7	Ufl1	0.9
Ube2g2	Ufl1	0.9
Asb12	Ufl1	0.9
Cblb	Ufl1	0.9
Mgrn1	Ufl1	0.9
Socs3	Ufl1	0.9
Klhl42	Ufl1	0.9
Rnf34	Ufl1	0.9
Ube2d1	Ufl1	0.9
Fbxo40	Ufl1	0.9
Traf7	Ufl1	0.9
Fbxl18	Ufl1	0.9
Trim41	Ufl1	0.9
Klhl41	Ufl1	0.9
Ufc1	Ufl1	0.9
Klhl21	Ufl1	0.9
Fbxw9	Ufl1	0.9
Fbxw10	Ufl1	0.9
Arel1	Ufl1	0.9
Kctd7	Ufl1	0.9
Lnx1	Ufl1	0.9
Kctd6	Ufl1	0.9
Anapc7	Ufl1	0.9
Socs1	Ufl1	0.9
Trim39	Ufl1	0.9
Fzr1	Ufl1	0.9
Asb9	Ufl1	0.9
Cd55	Arf5	0.9
Ints2	Supt4h1	0.9
Eaf2	Supt4h1	0.9
Ggh	Unc13d	0.9
Cct8	Unc13d	0.9
Serpinb3a	Unc13d	0.9
Pygb	Unc13d	0.9
Dsn1	Unc13d	0.9
Frk	Unc13d	0.9
Padi2	Unc13d	0.9
Actr2	Unc13d	0.9
Mapk1	Unc13d	0.9
Pa2g4	Unc13d	0.9
Gca	Unc13d	0.9
Aga	Unc13d	0.9
Creg1	Unc13d	0.9
Actr10	Unc13d	0.9
Gtf3c6	Polr3f	0.9
Prelp	Chst1	0.9
Kif4a	Tmed10	0.9
Kif19	Tmed10	0.9
Areg	Tmed10	0.9
Kif18a	Tmed10	0.9
Kif2b	Tmed10	0.9
Kif5a	Tmed10	0.9
Kif12	Tmed10	0.9
Kif3a	Tmed10	0.9
Cog1	Tmed10	0.9
Cd55	Tmed10	0.9
Elavl1	Pqbp1	0.9
Cwc25	Pqbp1	0.9
Elavl2	Pqbp1	0.9
Pigl	Pigm	0.9
Arl8a	Mgst1	0.9
Psap	Mgst1	0.9
Ncstn	Mgst1	0.9
Snap29	Mgst1	0.9
Atp6v0c	Mgst1	0.9
Bri3	Mgst1	0.9
Ncstn	Ckap4	0.9
Arl8a	Ckap4	0.9
Bmp15	Ckap4	0.9
Bri3	Ckap4	0.9
Mospd2	Ckap4	0.9
Psap	Ckap4	0.9
Snap29	Ckap4	0.9
Mgst1	Ckap4	0.9
Serpinc1	Ckap4	0.9
Pigr	Ckap4	0.9
Glipr1	Ckap4	0.9
Apoa2	Ckap4	0.9
Chrdl1	Ckap4	0.9
LOC103689965	Ckap4	0.9
Sdc2	Ckap4	0.9
Bst1	Ckap4	0.9
Ambn	Ckap4	0.9
Pcsk9	Ckap4	0.9
Hvcn1	Ckap4	0.9
Tmem63a	Ckap4	0.9
Mepe	Ckap4	0.9
Lamp2	Ckap4	0.9
Fam20a	Ckap4	0.9
Atp6v0c	Ckap4	0.9
Trpm2	Ckap4	0.9
Cst3	Ckap4	0.9
Rap1b	Ckap4	0.9
Meltf	Ckap4	0.9
Cpne3	Ckap4	0.9
Klhl5	Ankrd9	0.9
Commd10	Ankrd9	0.9
Socs3	Ankrd9	0.9
Klhl42	Ankrd9	0.9
Fbxo7	Ankrd9	0.9
Muc15	Galnt14	0.9
Dsn1	Naprt	0.9
Padi2	Naprt	0.9
Nt5c1b	Naprt	0.9
Retn	Naprt	0.9
Serpinb3a	Naprt	0.9
Frk	Naprt	0.9
Gca	Naprt	0.9
Lyz2	Naprt	0.9
Plac8	Naprt	0.9
RGD1306474	Naprt	0.9
Mnat1	Ccne2	0.9
Psmb9	Ccne2	0.9
Psmd2	Ccne2	0.9
Klhl41	Cand1	0.9
Kctd6	Cand1	0.9
Dcaf5	Cand1	0.9
Fbxo40	Cand1	0.9
Sos1	Il5	0.9
Lta	Psma3l	0.9
Spop	Psma3l	0.9
Tnfrsf12a	Psma3l	0.9
Dvl3	Psma3l	0.9
Limd1	Psma3l	0.9
Anapc7	Psma3l	0.9
Egln3	Psma3l	0.9
Shh	Psma3l	0.9
Map3k14	Psma3l	0.9
Spred1	Psma3l	0.9
Ltb	Psma3l	0.9
Spred2	Psma3l	0.9
Fzr1	Psma3l	0.9
Cd40lg	Psma3l	0.9
Smg8	Rpl15	0.9
Smg6	Rpl15	0.9
Fabp1	Tgs1	0.9
Snapc2	Ints8	0.9
Tas2r105	Cnr1	0.9
Psap	Cnr1	0.9
Tas2r107	Cnr1	0.9
Gpsm3	Cnr1	0.9
Cxcr6	Cnr1	0.9
Apln	Cnr1	0.9
Tas2r130	Cnr1	0.9
Ccr9	Cnr1	0.9
Tas2r121	Cnr1	0.9
Ccr1l1	Cnr1	0.9
Nmu	Cnr1	0.9
S1pr4	Cnr1	0.9
Pcp2	Cnr1	0.9
Tas2r13	Cnr1	0.9
Ywhag	Tpx2	0.9
Dctn2	Tpx2	0.9
Tfrc	Atp6v0e2	0.9
Lrrk2	Atp13a2	0.9
Psma6	Traf3	0.9
Psmd2	Traf3	0.9
Psma3l	Traf3	0.9
Psmd6	Traf3	0.9
Psmc1	Traf3	0.9
Psmd12	Traf3	0.9
Psmb1	Traf3	0.9
Ufl1	Fbxo9	0.9
Klhl42	Fbxo9	0.9
Rnf34	Fbxo9	0.9
Anapc4	Fbxo9	0.9
Ube2g2	Fbxo9	0.9
Commd10	Fbxo9	0.9
Lrr1	Fbxo9	0.9
Socs3	Fbxo9	0.9
Wsb2	Fbxo9	0.9
Cdc27	Fbxo9	0.9
Commd9	Fbxo9	0.9
Cblb	Fbxo9	0.9
Lnx1	Fbxo9	0.9
Socs1	Fbxo9	0.9
Muc15	St3gal1	0.9
Fabp6	Ncoa2	0.9
Grb2	Vamp7	0.9
Sh3kbp1	Vamp7	0.9
Ldlrap1	Vamp7	0.9
Tacr1	Vamp7	0.9
Il12b	Vamp7	0.9
Rpp21	Ddx47	0.9
Ep300	Rpa3	0.9
RGD1306782	Ndufb11	0.9
Kctd7	Anapc13	0.9
Rnf34	Anapc13	0.9
Fbxw9	Anapc13	0.9
Socs3	Anapc13	0.9
Fbxo40	Anapc13	0.9
Trim41	Anapc13	0.9
Arel1	Anapc13	0.9
Herc3	Anapc13	0.9
Ufl1	Anapc13	0.9
Ltn1	Anapc13	0.9
Wwp1	Anapc13	0.9
Trim9	Anapc13	0.9
Rnf115	Anapc13	0.9
Trim39	Anapc13	0.9
Fbxo7	Anapc13	0.9
Klhl21	Anapc13	0.9
Hace1	Anapc13	0.9
Cblb	Anapc13	0.9
Klhl5	Anapc13	0.9
Hectd1	Anapc13	0.9
Kctd6	Anapc13	0.9
Fbxo32	Anapc13	0.9
Klhl41	Anapc13	0.9
Klhl42	Anapc13	0.9
Fbxw10	Anapc13	0.9
Rnf6	Anapc13	0.9
Ube2g2	Anapc13	0.9
Fbxo9	Anapc13	0.9
Asb12	Anapc13	0.9
Mgrn1	Anapc13	0.9
Asb9	Anapc13	0.9
Trim37	Anapc13	0.9
Fbxl18	Anapc13	0.9
Socs1	Anapc13	0.9
Dzip3	Anapc13	0.9
Mgat4d	Fut8	0.9
Cops4	Nfrkb	0.9
Cops6	Nfrkb	0.9
Smg6	AABR07049516.1	0.9
Smg8	AABR07049516.1	0.9
Kera	B3gnt4	0.9
Prelp	B3gnt4	0.9
Lum	B3gnt4	0.9
Fmod	B3gnt4	0.9
Muc15	B3gnt4	0.9
Muc20	B3gnt4	0.9
Muc4	B3gnt4	0.9
Dtl	Wdtc1	0.9
Commd9	Wdtc1	0.9
