"feature","ACH_000973","ACH_000070","ACH_000411","ACH_001306","ACH_000137","ACH_000697","ACH_000557","ACH_000838","ACH_000802","ACH_000228","ACH_000402","ACH_000832","ACH_000518","ACH_000856","ACH_000516","ACH_000264","ACH_000713","ACH_000329","ACH_000120","ACH_000458","ACH_000920","ACH_000253","ACH_000350","ACH_000256","ACH_000278","ACH_000608","ACH_000055","ACH_000095","ACH_000243","ACH_000211","ACH_000233","ACH_000258","ACH_000435","ACH_000330","ACH_000308","ACH_000936","ACH_000706","ACH_000295","ACH_000585","ACH_000906","ACH_000487","ACH_000633","ACH_000082","ACH_000098","ACH_000738","ACH_000047","ACH_000746","ACH_000485","ACH_000374","ACH_000859","ACH_000150","ACH_000840","ACH_000467","ACH_000012","ACH_000454","ACH_000190","ACH_000954","ACH_000941","ACH_000996","ACH_000831","ACH_000984","ACH_000542","ACH_000847","ACH_000393","ACH_000014","ACH_000799","ACH_000274","ACH_000054","ACH_000986","ACH_000552","ACH_000926","ACH_000118","ACH_000882","ACH_000915","ACH_000569","ACH_000476","ACH_000734","ACH_000324","ACH_000237","ACH_000132","ACH_000584","ACH_000928","ACH_000993","ACH_000711","ACH_000653","ACH_000404","ACH_000507","ACH_000167","ACH_000259","ACH_000773","ACH_000293","ACH_000969","ACH_000862","ACH_000250","ACH_000714","ACH_000576","ACH_000541","ACH_000622","ACH_000858","ACH_000265","ACH_000631","ACH_000524","ACH_000855","ACH_000809","ACH_000865","ACH_000824","ACH_000627","ACH_000471","ACH_000769","ACH_000819","ACH_000252","ACH_000390","ACH_000787","ACH_000477","ACH_000796","ACH_000621","ACH_000884","ACH_000910","ACH_000935","ACH_000881","ACH_000601","ACH_000362","ACH_000851","ACH_000335","ACH_000045","ACH_000938","ACH_000294","ACH_000510","ACH_000921","ACH_000589","ACH_000869","ACH_000766","ACH_000448","ACH_000021","ACH_000747","ACH_000781","ACH_000521","ACH_000841","ACH_000311","ACH_000785","ACH_000481","ACH_000924","ACH_000092","ACH_000800","ACH_000463","ACH_000395","ACH_000403","ACH_000427","ACH_000911","ACH_000116","ACH_000336","ACH_000013","ACH_000159","ACH_001151","ACH_000947","ACH_000663","ACH_000022","ACH_000606","ACH_000732","ACH_000735","ACH_000937","ACH_000307","ACH_000320","ACH_000169","ACH_000041","ACH_000960","ACH_000791","ACH_000261","ACH_000505","ACH_000943","ACH_000473","ACH_000242","ACH_000410","ACH_000839","ACH_000782","ACH_000376","ACH_000099","ACH_000748","ACH_000017","ACH_000361","ACH_000822","ACH_000665","ACH_000363","ACH_000260","ACH_000366","ACH_000811","ACH_000974","ACH_000932","ACH_000549","ACH_000302","ACH_000483","ACH_000623","ACH_000907","ACH_000517","ACH_000500","ACH_000683","ACH_000537","ACH_000460","ACH_000338","ACH_000365","ACH_000953","ACH_000677","ACH_000820","ACH_000651","ACH_000018","ACH_000571","ACH_000720","ACH_000318","ACH_000488","ACH_000917","ACH_000408","ACH_000452","ACH_000397","ACH_000387","ACH_000146","ACH_000885","ACH_000459","ACH_000317","ACH_000495","ACH_000364","ACH_000579","ACH_000522","ACH_000545","ACH_000484","ACH_000827","ACH_000332","ACH_000469","ACH_000570"
"C52.1.TAG","6.178437","6.683141","5.708299","6.58486","5.512467","5.834117","5.978393","5.888475","4.769195","5.599269","6.414642","5.895234","5.88309","5.475775","5.506392","5.784501","5.563235","5.082698","6.132681","6.051851","6.723666","6.085533","5.613304","5.845113","6.065292","5.955756","6.010764","6.523056","5.969999","6.096647","6.269971","6.288984","5.883976","5.817808","5.432386","6.325304","5.862566","6.295027","6.093102","6.229343","6.601287","5.813343","5.613215","5.575726","5.554502","6.278551","6.902585","5.947421","5.600719","6.023977","5.771361","6.314489","5.767343","6.312761","5.617046","5.943277","5.235891","5.270575","5.878824","6.265354","5.883976","5.390424","5.66549","6.006351","5.62912","6.121693","6.220761","6.152632","6.755999","6.207591","6.19064","6.212827","5.680551","5.998235","5.856799","6.377781","6.251928","5.940861","5.577287","5.298473","5.294658","5.35527","6.294538","5.278595","6.2779","6.281661","6.284074","5.746294","5.697907","6.741078","5.29818","6.289404","5.567967","6.045482","5.804999","6.484668","5.532481","5.590927","5.98076","6.115343","5.259284","5.945612","5.957478","6.13414","6.813904","5.907251","6.111235","5.814058","5.948741","6.089637","6.056103","5.847715","6.15937","5.812022","5.657282","6.408757","6.390605","6.228015","5.695201","5.331649","5.776167","5.982238","6.300255","5.693252","6.441622","6.615131","6.242407","6.40834","6.493461","6.150668","5.569163","6.018663","6.149586","5.614876","5.667647","5.911905","5.841144","6.359708","6.068211","5.20823","6.776243","5.239295","4.988438","5.883976","6.045895","5.767131","5.8531","6.109051","5.876957","5.473335","6.429821","5.39295","6.300535","6.05234","6.432563","6.071895","6.333394","4.995491","5.386713","6.361584","5.728618","6.163313","6.661125","6.261258","5.675345","6.678157","5.43899","6.048336","5.451585","6.278672","5.4155","5.737891","6.065361","5.933888","6.33007","5.822704","5.407781","5.582448","5.935617","6.523486","5.984083","5.785307","6.513238","5.750882","6.167692","6.15275","5.481568","5.466434","5.763065","6.103951","5.240647","5.812168","5.675943","6.275918","6.472098","6.011435","4.965997","6.110475","6.378722","6.383928","6.248999","5.923214","5.921705","6.055434","5.651262","6.055537","5.36225","5.286246","5.131042","5.270008","5.659431","5.823599","6.271205","6.115968","6.789822","6.164791","5.379355","5.484264","5.967951","5.429062","5.970938","6.860152","5.040289","6.115207","5.831046","6.291711","5.964704","5.840355"
"C54.7.TAG","5.73003","6.52415","5.67464","6.189902","5.551094","5.528689","6.315619","6.086919","5.274338","5.94938","5.925503","5.600273","5.896453","5.574281","5.750142","5.455914","5.8662","5.830782","5.260203","6.430642","5.910562","5.763922","5.427597","5.61317","6.259648","5.597477","6.09305","6.254207","6.388671","5.821609","6.460401","6.035018","5.795831","6.252607","5.815037","5.83045","5.545119","6.551696","6.125946","5.663841","7.092846","6.138134","5.8597","5.708267","5.876456","5.827374","6.445618","6.344329","5.929355","6.211403","5.645014","6.361305","5.302452","6.074514","5.974079","5.721962","5.343259","5.378989","5.538577","5.836175","5.705764","5.400532","5.637512","5.770779","5.412934","5.712092","6.064209","6.100477","6.74002","6.299428","6.241973","5.711102","5.341552","5.698585","6.01146","5.618055","6.064787","5.586853","6.266441","5.735773","6.149588","5.572066","6.068482","5.42469","6.034409","5.675147","6.292993","5.813636","5.971449","7.013376","5.826196","5.598229","6.149846","5.661104","5.792399","6.667858","5.784264","5.448838","5.598151","5.374041","5.25344","6.101952","6.041276","6.223497","5.237906","5.593282","5.634174","6.145396","5.499477","6.506145","6.273934","6.057025","6.025577","6.339591","6.066487","6.055545","5.776908","5.538693","5.672782","5.689968","5.331844","6.373314","5.650029","5.481067","6.438062","6.315929","6.195893","5.854679","6.29188","5.908559","5.824053","5.943249","5.64391","5.577165","5.826574","5.535023","5.756982","5.631986","5.673348","5.72506","5.756611","5.629753","5.478277","5.964366","5.94154","5.604565","6.160896","5.947808","5.869335","6.279895","7.185167","6.031333","5.733557","5.684619","6.353472","6.042027","6.015222","5.647758","5.904068","5.944996","6.439333","5.883976","5.725028","5.66803","6.653154","6.063131","6.230732","6.179744","5.31063","5.871215","5.760226","5.515734","5.382896","6.103617","6.591442","5.530282","5.474506","5.806253","5.438339","5.918243","6.66998","5.60314","6.587002","6.346162","6.632307","5.457157","5.822779","5.888041","5.676341","6.259357","5.769409","6.104602","5.869705","6.152619","6.107975","5.742517","5.586178","5.405127","6.048007","6.66834","6.33326","5.706299","5.795033","5.404127","5.698439","5.685898","5.684643","5.684151","5.667953","5.780887","5.724114","5.521719","6.564246","6.146952","5.946749","6.196831","6.079088","5.55983","5.431583","5.846524","5.490103","6.379729","5.69755","6.353942","5.952272","5.695828","5.804487","5.316975"
"C54.6.TAG","5.591787","6.636672","5.613323","6.320099","5.524918","5.701648","6.482305","6.10722","5.34388","5.803224","5.687176","5.497001","5.728186","5.73808","5.665304","5.533606","5.821835","5.851055","5.570732","6.151537","5.832235","5.837116","5.484839","5.793172","6.213138","5.690944","6.44933","6.127163","5.805956","5.57609","6.44983","6.21869","5.601388","6.363558","5.981617","5.61279","5.541058","6.59648","6.18339","5.682711","6.912365","6.028347","5.688191","5.730309","5.763951","5.670141","6.063003","5.960577","5.930498","5.747003","5.817392","6.491106","5.675661","5.966992","6.019759","5.36428","5.169162","5.338597","5.624608","5.723076","5.941163","5.371607","6.291621","5.663096","5.37686","5.890823","6.214731","5.908314","6.794661","5.763496","5.727909","5.60289","5.414986","5.57493","5.881508","5.583947","6.095794","5.291488","5.9659","5.851644","6.090202","5.630022","6.067674","5.538488","6.196619","5.602365","6.384696","5.981827","5.944471","6.801221","5.607373","5.678354","5.997935","5.689772","6.14733","6.720703","5.679224","5.582483","5.703576","5.487913","5.935908","6.136947","6.315361","5.98342","5.404139","5.656391","5.605221","5.833983","5.64501","6.41067","6.158445","5.978693","5.920714","6.043216","5.68954","6.220456","5.93962","5.369157","5.670215","5.672516","5.3323","6.183372","5.547919","5.567488","6.566348","6.038478","6.201992","5.662417","6.427678","5.902598","5.700487","5.552972","5.446027","5.573657","5.773335","5.695848","5.843501","5.801761","5.798091","5.542668","5.780548","5.684881","5.461857","6.009182","5.883976","5.529846","6.135733","5.677619","5.620533","7.084558","7.165855","6.081047","5.74788","5.804747","6.327665","6.286213","5.995638","5.672418","5.886343","5.950048","6.472009","5.743856","5.678415","5.584337","7.083279","6.125038","6.280555","6.258302","5.087473","5.780747","5.416306","5.479591","5.500342","6.325407","6.425256","5.897419","5.255862","5.70838","5.730538","5.80751","6.538582","6.007527","6.380297","6.32825","6.220889","5.637117","5.727533","5.990246","5.748123","6.236751","5.787733","6.128368","5.924016","6.050779","6.065221","5.685788","5.638725","5.738071","5.379096","6.627635","6.390485","5.887082","5.964705","5.351845","5.654953","5.727738","5.787382","5.709432","5.889663","5.857961","5.709381","5.690102","6.450359","5.982982","6.227711","6.292864","6.173201","6.081597","5.53841","5.885732","5.380332","6.452003","5.676872","6.248978","5.954065","5.522729","6.081591","5.064308"
"C54.5.TAG","5.567099","6.716481","5.520234","6.446409","5.60936","5.515275","6.552868","6.129682","5.436815","5.805499","6.338301","5.408377","5.63131","5.803749","5.662279","5.777929","4.974103","5.883976","5.535808","6.166053","6.372312","5.792968","5.448453","5.863703","6.174183","5.721175","5.903066","6.136381","6.025429","5.658789","6.496678","6.18227","5.794695","6.532899","5.123252","5.964368","5.519856","6.450001","6.213772","5.709721","7.016554","6.416176","5.73569","5.761375","5.230855","5.944768","6.105854","5.568652","5.935729","6.134464","5.88551","6.627586","5.657201","6.119245","5.619883","5.667898","4.796909","4.906058","5.760438","5.822419","6.603973","5.786308","5.821273","5.826698","5.330717","5.964514","6.310215","5.83658","6.85177","5.609621","5.699426","5.939418","5.268729","5.453793","5.944732","5.353425","6.74794","5.593906","5.985995","5.899712","5.981773","5.693835","6.019994","5.275964","6.22266","5.75041","6.3107","6.142971","6.345484","6.399075","5.025957","5.455574","6.055565","5.638623","6.341772","6.930028","5.918622","5.578351","5.535844","5.612974","5.269494","5.897564","5.488361","5.526255","5.193037","5.617074","5.70616","5.245294","5.791561","6.434685","5.994102","5.93122","6.003644","5.973665","5.391283","6.216889","6.069676","5.515518","5.506487","5.828693","5.24647","6.243078","5.37667","5.544138","6.508622","5.116668","6.099992","5.733417","6.469699","6.215145","5.630812","5.570531","5.335521","5.742671","5.789404","5.625408","5.786885","5.729478","5.687221","5.488406","5.847656","5.468659","5.49717","6.323081","6.111908","5.484591","6.61436","5.790707","5.785732","6.385234","7.177468","6.108465","5.36712","5.750251","6.574428","6.329842","6.114541","5.585756","5.993185","5.992268","6.133126","5.854185","5.548549","5.340989","6.490931","5.872764","6.20909","6.329022","4.829139","5.689845","5.655474","5.49695","5.601101","5.882339","6.320074","5.093462","5.469009","5.260029","5.806942","5.479293","6.45021","5.89113","6.570662","6.418709","6.661332","5.648503","4.981152","5.83483","5.777234","6.213655","5.760299","6.198214","5.985342","6.245351","6.235874","5.771046","5.36138","5.711827","5.03346","6.667483","6.875701","5.866289","6.0977","5.406861","5.263668","5.793548","5.790794","5.012591","5.583323","5.516949","5.619254","5.040316","6.483181","6.022995","6.420651","6.320271","6.281262","5.813271","5.498209","5.597708","5.172116","6.544017","5.494139","6.156932","6.123919","5.62026","6.154442","4.958898"
"C54.4.TAG","6.139982","6.470998","5.514612","6.400726","5.449361","5.536276","6.348308","5.861136","5.599308","5.739649","5.84443","5.12826","5.714246","5.853371","5.644704","5.981903","5.615104","5.613846","5.569025","6.141693","6.084583","5.80215","5.442581","5.886383","6.008152","5.53364","6.374286","6.245785","5.979067","5.807704","6.202925","5.838836","6.058221","6.405406","6.008377","6.0521","5.632531","6.227964","6.206342","5.605219","6.860441","6.571798","5.799374","5.443137","5.724336","5.708668","6.354408","5.844719","5.88006","5.657437","5.732052","6.289498","6.045373","6.017822","6.127931","5.842289","5.384189","4.859227","5.799212","5.854452","6.052671","5.579021","5.923908","5.608917","5.437681","6.209213","6.325934","5.832331","6.700729","5.364032","6.112247","5.761397","5.152983","5.610868","6.108262","5.260569","6.762779","5.733057","6.021736","5.638403","5.945901","5.546304","5.991258","5.154015","5.963995","5.976514","6.14597","6.151246","6.286375","6.894313","5.100715","5.62401","6.019167","5.628848","6.127599","6.467769","5.728214","5.778696","5.383556","5.868834","5.34646","5.827169","5.50982","5.456684","5.86923","5.883976","5.95828","6.115578","5.74545","6.193274","5.960387","5.740035","5.773173","6.292671","5.114762","6.144992","6.174971","5.204902","5.249428","5.898035","5.578374","6.06469","5.655489","5.563734","6.387524","5.943095","5.911694","5.93246","6.356865","6.302029","5.438873","5.629496","5.721167","5.771318","5.969259","5.484152","5.85684","5.955308","5.47355","5.689052","5.855938","5.301355","5.265819","6.014511","6.272282","5.501954","6.3227","5.643307","5.766441","6.596713","6.864477","5.95732","5.707148","5.612524","6.657628","6.173813","6.036556","5.586697","5.919422","5.998557","6.142602","5.867389","5.34257","5.285046","6.472013","5.714287","6.040283","6.183752","5.112438","5.835174","5.739271","5.772422","5.768533","5.641507","6.060918","5.917485","5.534398","5.13095","5.482831","5.288835","6.399989","6.088852","6.355528","6.131061","6.54402","5.779613","5.551277","5.921899","5.876421","6.157774","5.557495","6.155303","5.966232","6.24933","6.437945","5.78865","5.677958","5.218894","5.54599","6.465638","6.529951","5.866286","5.926732","5.439065","5.274214","5.878732","5.914517","5.354153","5.569711","5.810417","5.462951","5.638994","6.331995","6.149995","6.394892","6.177671","6.466345","5.712253","5.508701","5.66008","5.294653","6.276889","5.452969","6.06903","6.15098","5.620979","5.762372","4.927716"
"C54.3.TAG","6.527733","6.388234","5.58917","6.228256","5.290204","5.755974","5.968942","6.093309","5.643281","5.39911","5.87633","5.517038","5.41897","5.669696","5.564946","6.169449","5.759189","5.316798","5.807797","5.953371","6.377033","6.019085","5.563121","6.005373","5.7217","5.586259","6.059173","6.301242","5.871021","5.943366","6.061496","5.883976","6.323501","6.283163","5.816291","6.101835","5.904906","6.200043","5.757354","5.820103","6.497508","6.35105","5.839165","5.561905","5.811545","5.833398","6.600953","5.810309","5.771962","5.836576","5.75582","5.988111","6.351877","5.987625","6.191514","6.028613","5.843973","5.272117","5.737931","5.836454","5.83718","5.39843","5.953524","5.840363","5.650107","6.263888","6.48756","5.865694","6.574548","5.656147","6.559896","5.769279","5.710398","6.121702","6.125664","5.664801","6.667096","5.44173","6.280827","5.32881","5.789865","5.648788","6.095284","5.698938","5.820969","6.120695","6.193205","6.056938","6.229915","6.455706","5.389309","5.796404","6.02338","5.684894","5.952081","6.234124","5.893063","5.778227","5.579412","6.230894","5.177317","5.885706","5.827533","5.88648","6.009692","6.345684","6.325829","6.291968","5.665362","6.123833","6.496969","5.64458","5.660417","5.953523","5.041093","6.092355","6.27617","5.478865","5.075096","6.24485","6.09383","6.150217","6.032498","5.574553","6.147046","5.777357","5.911305","6.266832","6.357862","6.364898","5.667887","5.76881","6.074916","5.758623","6.22298","5.614927","5.806592","6.076504","5.648391","6.103555","6.365495","5.213771","5.39777","5.772729","6.429618","5.469655","6.076376","5.832107","6.062664","6.160473","6.506619","5.794262","5.54878","5.610797","6.483084","6.052179","6.500077","5.729456","5.709691","5.700962","5.984374","6.024971","5.831561","5.740439","6.175349","5.917363","5.669592","6.060454","5.01567","6.151018","5.993416","6.308762","5.70491","5.693905","6.063968","6.187577","5.276031","5.282879","5.366602","5.560089","6.186168","6.032113","6.133105","5.829462","6.221596","5.737391","5.272577","5.784307","6.091918","6.137319","5.429028","5.72539","5.834786","6.053386","6.614686","6.260961","5.736819","5.322218","5.517059","6.303178","6.159557","5.825532","6.604112","6.03979","5.522932","6.088094","6.020903","5.307352","5.707318","5.723992","5.954011","5.353786","6.216964","6.068026","6.344954","6.131911","6.370325","5.654828","5.53785","5.797519","5.644386","6.639733","5.623091","6.108634","6.177251","6.091971","5.549225","5.249402"
"C54.2.TAG","6.486494","6.572231","5.704799","6.484825","5.349645","5.795154","6.054332","6.097999","4.761822","5.577049","6.241065","5.650505","5.587324","5.587138","5.438754","6.160116","5.658451","4.920646","6.038665","5.912568","6.783765","6.101366","5.587737","5.786302","5.957403","5.807624","6.010057","6.448097","6.083752","6.244503","6.295669","6.064778","6.215281","5.942584","5.535847","6.199519","5.747628","6.355911","5.943516","6.066041","6.587411","5.881702","5.524049","5.471564","5.659937","5.948301","6.781821","5.737869","5.808152","6.105762","5.627885","6.184938","6.293142","6.357691","6.15441","5.99499","5.657886","5.274167","5.830735","6.18393","6.140735","5.440724","5.664489","5.883976","5.477397","6.101057","6.292979","6.107067","6.730893","6.051411","6.626807","5.948044","5.614001","5.866774","6.095007","6.054533","6.406573","5.731406","5.925323","5.290148","5.382552","5.445786","6.371016","5.555809","6.154898","6.14257","6.122002","6.052418","5.885762","6.708401","5.358207","6.055483","5.643287","6.064713","6.089376","6.54786","5.881541","5.806583","5.937407","6.130318","5.190504","5.723661","5.949883","6.060185","6.622497","6.275766","6.455635","6.157032","5.765344","6.232332","6.621123","5.743968","5.958804","5.713688","5.345535","6.247729","6.473832","5.634552","5.255183","5.443552","5.747693","6.280795","6.311782","5.411273","6.237123","6.315377","6.164067","6.413874","6.512385","6.338388","5.786562","5.973109","5.93574","5.581542","6.057131","5.762944","5.8901","6.219457","5.698789","5.442973","6.696335","5.158842","5.133637","5.774462","6.217881","5.584378","6.23196","5.987776","6.105083","5.521764","6.429683","5.712424","5.932431","5.908644","6.439056","6.124976","6.592965","5.218282","5.462261","5.889508","5.962839","6.228806","6.396723","5.961261","5.828912","6.323808","5.659947","6.137198","5.094776","6.293632","5.621174","5.679967","5.851581","5.833809","6.425666","5.923534","5.452681","5.377288","5.624561","6.084626","5.959445","6.034609","6.089344","5.693714","6.103826","6.10068","5.453055","5.50779","6.032231","6.183404","5.081432","5.821042","5.864227","6.235813","6.66165","6.234775","5.072541","5.620853","5.93483","6.323256","6.414447","5.711274","6.395862","6.119163","5.332972","6.263034","5.662418","4.983237","5.352311","5.324008","5.80697","5.63201","6.346398","6.18731","6.460658","6.292623","6.178243","5.345835","5.64299","5.521111","5.902357","6.856882","5.079224","6.225139","6.140201","6.38821","5.716309","5.280148"
"C54.1.TAG","6.135172","6.829276","5.73202","6.759589","5.50613","5.74302","5.997651","6.007313","5.123226","5.752584","6.257121","5.929095","6.195776","5.584121","5.085048","6.002541","5.419098","5.339755","5.792121","5.947577","6.742201","6.058121","5.711922","5.697879","6.194308","5.906665","5.967082","5.9897","6.310628","6.191941","6.289031","6.173167","5.795946","5.901226","5.533113","6.138013","5.560765","6.622653","6.13095","6.087171","6.487785","5.343261","5.201569","5.626823","5.563293","6.139123","6.705873","5.930264","5.736259","6.188284","5.808336","6.543679","5.804913","6.424938","5.712039","5.943926","5.340256","5.16712","5.975341","6.061523","6.086002","5.3755","5.318975","5.988185","5.443704","6.052165","6.020293","6.189963","6.941792","6.235684","6.153819","6.389423","5.635307","5.765345","5.811141","6.375571","6.194365","6.072702","5.333789","5.220064","5.13536","5.479413","6.540187","5.193272","6.536562","6.100361","6.246778","5.899456","5.521574","6.641819","5.383787","6.256569","5.189289","6.420134","6.092475","6.703756","5.791465","5.717825","6.195995","6.305776","5.403672","5.6138","6.160271","6.049527","6.995302","5.806788","6.054256","5.908268","6.02915","6.112004","6.301583","5.83349","6.208193","5.726112","5.830906","6.537408","6.417959","5.816237","5.593224","5.626841","5.641806","6.324719","6.340762","5.900313","6.457602","6.768392","6.386998","6.263707","6.642486","5.999073","6.175106","6.096186","6.189583","5.332318","5.681445","6.060251","5.644892","6.672135","5.981284","5.254773","7.039937","5.407443","5.12538","5.855021","6.105734","5.741798","6.064791","6.259238","6.167678","5.431978","6.437574","5.497065","6.361141","6.209429","6.498111","5.928009","6.532811","5.202709","5.499615","6.450985","6.013488","6.401685","7.115188","6.197589","5.714928","6.813914","5.7758","6.218601","5.419705","6.669674","5.174498","5.569843","5.861408","6.016163","6.78522","5.774034","5.320695","5.544967","6.027753","6.603168","5.637249","5.897313","6.61441","5.683583","6.028216","6.211324","5.585549","5.657136","5.780855","6.030045","5.282512","5.896474","5.745991","6.280195","6.799716","5.679548","5.331777","6.18328","6.305061","6.407364","6.141697","5.799402","5.989718","6.042778","5.445053","6.268361","5.509696","5.308756","5.469133","5.261632","5.697614","5.575648","6.482889","6.329379","6.785449","6.198481","5.971279","5.467337","5.818119","5.37644","5.858726","6.91616","5.070148","6.299648","5.911865","6.640121","6.047877","5.62186"
"C56.8.TAG","5.268837","6.195764","5.857423","5.925328","5.680587","5.770133","6.560985","6.270512","5.406834","5.757238","5.428195","5.532488","5.593365","5.967603","5.809706","5.588812","5.256523","5.859377","6.083524","5.806946","5.656357","5.935503","6.056996","6.200515","6.0586","5.735771","5.971018","6.167145","6.004934","5.623678","6.212027","6.255446","5.513891","6.022591","6.361363","5.320752","5.504165","6.408901","5.866079","5.230548","6.690019","5.611695","5.369632","5.782926","5.213757","5.288856","6.012813","6.018568","5.605444","5.752156","5.581867","6.084565","5.724185","5.665543","5.396903","5.376987","5.757048","5.701036","5.738247","5.249613","5.792438","5.424396","5.915761","5.966999","5.338541","5.793581","5.906164","5.642397","6.462553","5.792438","5.706599","5.696485","5.104869","5.799619","5.803776","5.444271","5.578554","5.857006","6.136035","5.821728","6.020418","5.598198","5.676003","5.000711","6.076093","5.937407","6.077372","5.936662","6.109278","6.783282","5.497806","5.953145","5.807925","5.657549","6.214436","6.279757","5.774057","5.76963","6.0613","5.316683","5.738871","5.472444","5.321193","5.43588","5.495695","5.903735","5.773254","6.321947","5.631971","6.150726","5.987251","6.028265","5.55339","5.766847","5.925044","5.748301","5.822083","6.059775","5.876027","5.791718","5.699993","6.130427","5.793294","5.942168","6.278416","5.967454","6.089156","5.628027","6.076767","5.912239","5.9282","6.039106","5.723484","5.785741","6.054029","5.663912","6.015332","5.904853","5.941741","5.866013","5.565328","6.046271","5.970002","5.77353","5.645524","5.531024","6.054341","5.638153","5.45767","5.32476","6.957384","5.76551","5.794544","5.818243","6.061544","6.060133","5.862397","5.254854","5.737652","5.552984","6.3829","5.661833","5.995315","5.309797","6.142272","5.855247","6.123363","5.913631","5.935477","5.574568","5.327743","5.510187","5.592889","5.875916","6.041379","6.021357","5.874835","5.59961","5.123185","5.632193","6.231953","5.804879","6.215202","6.05676","5.987425","6.047463","5.31678","6.541347","5.604921","5.901258","6.040986","5.634961","6.024986","5.895214","5.815058","5.31591","6.143701","5.510381","5.369975","6.440106","6.610308","5.803508","5.870986","5.495717","5.668854","5.595587","5.499465","6.23019","5.883976","6.133218","5.688046","6.300417","6.152812","5.926165","6.240813","5.947593","6.055862","6.226026","5.625417","6.073389","5.492392","5.906705","5.611139","6.105","5.971155","5.734523","5.726318","5.854716"
"C56.7.TAG","5.315173","6.696261","5.310222","6.262763","5.610879","5.40573","6.598282","6.181972","5.201503","5.773498","6.052405","5.361025","5.514872","5.659181","5.817318","5.559977","6.037272","5.676511","5.302452","6.387171","5.710502","5.91535","5.215874","6.03233","6.488093","5.675541","6.019154","6.213754","5.874896","5.609622","6.63499","6.075036","5.714645","6.098804","5.839079","5.916341","5.480435","6.776667","6.276735","6.011729","6.758846","5.851216","5.653696","5.308884","5.557077","5.898444","6.354422","5.989386","5.911656","5.838016","5.944571","6.558996","5.857186","5.997395","5.808274","6.091178","5.379611","5.43191","5.566264","6.124925","5.761119","5.703331","5.883976","5.84685","4.796831","6.149964","6.361517","6.132017","6.68959","5.405428","6.205567","5.654503","5.07048","5.457082","6.201387","5.494394","5.831881","4.943327","6.507148","5.965857","6.001135","5.573078","6.186676","5.324147","6.325128","5.615717","6.465899","6.060182","6.130418","6.7924","5.56571","5.265175","6.145312","5.419626","6.369576","6.447353","5.82756","5.70464","5.521891","5.449888","5.738011","6.281436","5.660602","5.279138","5.526861","5.466582","5.34282","6.244002","5.311994","6.567577","6.295276","6.114744","6.235322","6.052995","5.460172","6.08699","6.067583","5.03316","5.44868","5.503582","5.309184","6.28295","5.731389","5.392481","6.479853","6.263595","6.141175","5.643498","6.485835","5.820374","5.936983","5.688405","5.421094","5.712371","5.711542","5.668636","5.917798","5.883976","5.671938","5.379194","5.70308","5.741003","5.476003","6.176124","5.879946","5.267674","6.169262","5.861353","5.353707","6.336874","6.875591","5.986126","5.650003","5.650871","6.339571","6.229161","6.187986","6.203626","5.934156","5.653047","6.707732","5.8768","5.367574","5.417079","6.742801","5.90555","6.343976","6.442328","5.297504","5.504454","5.457396","5.488015","5.383441","6.176431","6.755012","5.619345","5.37651","5.500283","4.948294","5.671673","6.6187","6.136323","6.566724","6.169594","6.029615","5.467167","6.200296","6.048551","5.624719","5.844308","5.890832","6.033478","6.015596","6.166574","6.422326","5.654952","5.910913","5.501656","6.05229","6.632867","6.670658","5.898586","5.773813","5.34654","5.613506","5.669077","5.988998","5.592077","5.600708","5.991861","5.22414","5.781412","6.808393","6.039478","6.046326","6.530496","6.453783","5.938823","5.284153","6.075306","5.268656","6.472323","5.395069","6.443628","5.950535","5.488031","6.102963","5.240681"
